"Código";"Descripción";"Proveedor";"Familia";"Curva de talles";"Categoría";"Clasificación";"Tipo"
"TVHR04668677";"REM MC URAL AVELLANA RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668679";"REM MC URAL AZUL TORMENTA RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668726";"REM MC URAL TURQUESA OSC RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668760";"REM MC VDE SECO URAL RED";"01";"01";"00";"10";"01";"01"
"TVHR04668808";"REM MC URAL BISCUIT RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668825";"REM.BAS.AZUL F.G.ALG/LYCRA ESC.RED.URAL";"01";"01";"00";"10";"01";"01"
"TVHR04668826";"REM.BAS.GRIS C.M.ALG/LYCRA ESC.RED.URAL";"01";"01";"00";"10";"01";"01"
"TVHR04668827";"REM.BAS.ROJO G.ALG/LYCRA ESC.RED.URAL";"01";"01";"00";"10";"01";"01"
"TVHR04668828";"REM.BAS.MORADO ALG.ELAST.URAL ESC.RED.";"01";"01";"00";"10";"01";"01"
"TVHR04668831";"REM MC URAL COCO RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668852";"REM MC URAL HABANO RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668852OFF";"FALLA REM MC URAL HABANO RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668854";"REM.BAS.ROJO MGE ALG/LYCRA ESC.RED.";"01";"01";"00";"10";"01";"01"
"TVHR04668881";"REM.BAS.AZUL M.GZ.ALG.ELAST.URAL ESC.R";"01";"01";"00";"10";"01";"01"
"TVHR04668883";"REM.BAS.GRIS MGE ALG/LYCRA ESC.RED.URAL";"01";"01";"00";"10";"01";"01"
"TVHR04668884";"REM.BAS.AZULINO ALG/LYCRA ESC.RED.URAL";"01";"01";"00";"10";"01";"01"
"TVHR04668896";"REM.BAS.VDE B.ALG.ELAST.URAL ESC.RED.";"01";"01";"00";"10";"01";"01"
"TVHR04668896OFF";"FALLA REM.BAS.VDE B.ALG.ELAST.URAL ESC.RED.";"01";"01";"00";"10";"01";"01"
"TVHR04668899";"REM MC VERDE TROPICAL URAL ALG/LYCRA RED BAS";"01";"01";"00";"10";"01";"01"
"TVHR04668907";"REM MC URAL SALMON RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668932";"REM.BAS.GRIS GRANIZADO.ALG/LYCRA ESC.RED.URAL";"01";"01";"00";"10";"01";"01"
"TVHR04668939";"REM MC URAL POMELO RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668966";"REM MC URAL GUARANA RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668978";"REM MC URAL ROSA PALIDO RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668982";"REM MC URAL LAVANDA RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668982OFF";"FALLA REM MC URAL LAVANDA RED BAS ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04668983";"REM.BAS.VDE C.ALG/LYCRA ESC.RED.URAL";"01";"01";"00";"10";"01";"01"
"TVHR04670323";"REM.ROJO BAS.ALG/LYCRA ESC.V DANUBIO";"01";"01";"00";"10";"02";"01"
"TVHR04670323OFF";"FALLA REM.ROJO BAS.ALG/LYCRA ESC.V DANUBIO";"01";"01";"00";"10";"02";"01"
"TVHR04670424";"REM MC KHAKI DABUBIO ESC V BAS SLIM";"01";"01";"00";"10";"02";"01"
"TVHR04670508";"REM MC DANUBIO VERDE GOLF ALG/LYCRA ESC V";"01";"01";"00";"10";"02";"01"
"TVHR04670508OFF";"FALLA REM MC DANUBIO VERDE GOLF ALG/LYCRA ESC V";"01";"01";"00";"10";"02";"01"
"TVHR04670556";"REM MC DANUBIO VDE MATCHA BAS RED ELAST SLIM";"01";"01";"00";"10";"01";"01"
"TVHR04670600";"REM.BAS.MGE ALG.ELAST.ESC.V DANUBIO";"01";"01";"00";"10";"02";"01"
"TVHR04670601";"REM.BCA ALG/LYRA LISA ESC.V DANUBIO";"01";"01";"00";"10";"02";"01"
"TVHR04670601OFF";"FALLA REM.BCA ALG/LYRA LISA ESC.V DANUBIO";"01";"01";"00";"10";"02";"01"
"TVHR04670602";"REM.NGA ALG/LYCRA LISA DANUBIO";"01";"01";"00";"10";"99";"01"
"TVHR04670603";"REM. AZUL MARINO ALG/LYCRA LISA DANUBIO";"01";"01";"00";"10";"99";"01"
"TVHR04670603OFF";"FALLA REM. AZUL MARINO ALG/LYCRA LISA DANUBIO";"01";"01";"00";"10";"99";"01"
"TVHR04670606";"REM MC DANUBIO BORDO ESC V LYCRA";"01";"01";"00";"10";"02";"01"
"TVHR04670630";"REM MC AZ. COBALTO ESC V";"01";"01";"00";"10";"02";"01"
"TVHR04670825";"REM.BAS.AZUL F.GZ.ALG/LYCRA DANUBIO";"01";"01";"00";"10";"99";"01"
"TVHR04670827";"REM.BAS.ROJO GZ.ALG/LYCRA DANUBIO";"01";"01";"00";"10";"99";"01"
"TVHR04670881";"REM.BAS.AZUL M.G.ALG/LYCRA ESC V DANUBIO";"01";"01";"00";"10";"02";"01"
"TVHR04670884";"REM.BAS. AZULINO GZ.ALG/LYCRA ESC V DANUBIO";"01";"01";"00";"10";"02";"01"
"TVHR04670932";"REM MC DANUBIO GRIS GRANIZADO ESC V LYCRA";"01";"01";"00";"10";"02";"01"
"TVHR04670937";"REM MC VDE ESMERALDA ESC V";"01";"01";"00";"10";"02";"01"
"TVHR04670978";"REM MC DANUBIO ROSA PALIDO ESC V LYCRA";"01";"01";"00";"10";"02";"01"
"TVHR04670983";"REM MC DANUBIO VERDE CYAN ESC V LYCRA";"01";"01";"00";"10";"02";"01"
"TVHR04670997";"REM.FRAMB.ALG/LYCRA LISA DANUBIO";"01";"01";"00";"10";"99";"01"
"TVHR04670997OFF";"FALLA REM.FRAMB.ALG/LYCRA LISA DANUBIO";"01";"01";"00";"10";"99";"01"
"TVHR05398708";"REM.AZUL C.ALG.ESTAMPA NICOLAS";"01";"01";"00";"10";"99";"02"
"TVHR05398947";"REM.GRANADA ALG.ESTAMPA NICOLAS";"01";"01";"00";"10";"99";"02"
"TVHR05408602";"REM.NGO ESTAMPA PEDRO";"01";"01";"00";"10";"99";"02"
"TVHR05450671";"REM.VDE D.ESTAMPA PEDRO";"01";"01";"00";"10";"99";"02"
"TVHR05450786";"REM.AERO G.ALG.ESTAMPA PEDRO";"01";"01";"00";"10";"99";"02"
"TVHR05462827";"REM.ROJO G.ALG.ESTAMPA RODRIGO";"01";"01";"00";"10";"99";"02"
"TVHR05464706";"REM.CORAL I.ALG.ESTAMPA SANTINO";"01";"01";"00";"10";"99";"02"
"TVHR05464818";"REM.VDE MGE ALG.ESTAMPA SANTINO";"01";"01";"00";"10";"99";"02"
"TVHR05464884";"REM.AZULINO G.ALG.ESTAMPA SANTINO";"01";"01";"00";"10";"99";"02"
"TVHR05846602";"REM.NGO JERSEY ALG.ESTAMPA INDIA";"01";"01";"00";"10";"99";"02"
"TVHR05860934";"REM.VDE VOLC.JERSEY ALG.ESTAMPA BENIM";"01";"01";"00";"10";"99";"02"
"TVHR05864600";"REM.MGE JERSEY ALG.ESTAMPA PORTO NOVO";"01";"01";"00";"10";"99";"02"
"TVHR05864601";"REM.BCO JERSEY ALG.ESTAMPA PORTO NOVO";"01";"01";"00";"10";"99";"02"
"TVHR05864634";"REM.ACERO JERSEY ALG.EST.PORTO NOVO";"01";"01";"00";"10";"99";"02"
"TVHR05864634OFF";"FALLA REM.ACERO JERSEY ALG.EST.PORTO NOVO";"01";"01";"00";"10";"99";"02"
"TVHR05890335";"REM.PACK ALG.ESTAMPA ESC.RED.CIRO DALMAC";"01";"01";"00";"10";"01";"06"
"TVHR05934601";"REM.BCO JERSEY ALG.ESTAMPA ADAM";"01";"01";"00";"10";"99";"02"
"TVHR05934820";"REM.NGO GRANIZ.JERSEY ALG.ESTAMPA ADAM";"01";"01";"00";"10";"99";"02"
"TVHR05934829";"REM.CEL.BANDERA JERSEY ALG.ESTAMPA ADAM";"01";"01";"00";"10";"99";"02"
"TVHR05938600";"REM.MGE RAY.JERSEY ALG.JASPEADO ANTON";"01";"01";"00";"10";"99";"03"
"TVHR05938881";"REM.AZUL M.RAY.JERSEY ALG.JASPEADO ANTON";"01";"01";"00";"10";"99";"03"
"TVHR05940601";"REM.BCO RAY.JERSEY ALG.ALEX";"01";"01";"00";"10";"99";"03"
"TVHR05940827";"REM.ROJO GRANIZ.RAY.JERSEY ALG.ALEX";"01";"01";"00";"10";"99";"03"
"TVHR05944416";"REM.AZUL F.RAY.JERSEY ALG.ESC.RED.ANDERS";"01";"01";"00";"10";"01";"03"
"TVHR05946881";"REM.AZUL M.RAY.JERSEY ALG.ESC.RED.ANDRE";"01";"01";"00";"10";"01";"03"
"TVHR05948932";"REM.GRIS GRANIZ.RAY.JERSEY ALG.BEN";"01";"01";"00";"10";"99";"03"
"TVHR05950601";"REM.BCO ALG.RAY.BRADY";"01";"01";"00";"10";"99";"03"
"TVHR05950603";"REM.AZUL M.RAY.JERSEY ALG.BRADY";"01";"01";"00";"10";"99";"03"
"TVHR05952644";"REM.PATITO RAY.JERSEY ALG.BRODY";"01";"01";"00";"10";"99";"03"
"TVHR05954884";"REM.AZULINO RAY.JERSEY ALG.CARTER";"01";"01";"00";"10";"99";"03"
"TVHR05954932";"REM.GRIS GRANIZ.RAY.JERSEY ALG.CARTER";"01";"01";"00";"10";"99";"03"
"TVHR05956602";"REM.NGO JERSEY ALG.TRAMA RAYAS CHAD";"01";"01";"00";"10";"99";"03"
"TVHR05956928";"REM.AZUL D.JERSEY ALG.TRAMA RAYAS CHAD";"01";"01";"00";"10";"99";"03"
"TVHR06014602";"REM.NGO JERSEY ALG.ESTAMPA ENERGY MARTIN";"01";"01";"00";"10";"99";"02"
"TVHR06016600";"REM.MGE JERSEY ALG.ESTAMPA ENERGY MATEO";"01";"01";"00";"10";"99";"02"
"TVHR06018601";"REM.BCO ALG.ELASTZ.ESTAMPA ENERGY MANUEL";"01";"01";"00";"10";"99";"02"
"TVHR06018820";"REM.NGO G.ALG.ELAST.EST.ENERGY MANUEL";"01";"01";"00";"10";"99";"02"
"TVHR06018931";"REM.ROJO G.ALG.ELAST.EST.ENERGY MANUEL";"01";"01";"00";"10";"99";"02"
"TVHR06076932";"REM.GRIS G.RAY.FIDES";"01";"01";"00";"10";"99";"03"
"TVHR06332603";"REM.AZUL RAY.FRAUS";"01";"01";"00";"10";"99";"99"
"TVHR06338603";"REM.AZUL RAY.GRIFFIN";"01";"01";"00";"10";"99";"03"
"TVHR07960640";"REM MC BILBAO AERO DEP ELAST";"01";"01";"00";"10";"99";"02"
"TVHR07960805";"REM MC BILBAO BORDO DEP ELAST";"01";"01";"00";"10";"99";"02"
"TVHR09070416";"REM.BAS.AZUL F.ALG.GAMUZ.ESC.V ARGENTINA";"01";"01";"00";"10";"02";"01"
"TVHR09070600";"REM.BAS.MGE ALG.GAMUZ.ESC.V ARGENTINA";"01";"01";"00";"10";"02";"01"
"TVHR09070601";"REM.BAS. BCO ALG.GAMUZ.ESC.V ARGENTINA";"01";"01";"00";"10";"02";"01"
"TVHR09070602";"REM.BAS.NGO ALG.GAMUZ.ESC.V ARGENTINA";"01";"01";"00";"10";"02";"01"
"TVHR09070786";"REM.BAS.AERO ALG.GAMUZ.ESC.V ARGENTINA";"01";"01";"00";"10";"02";"01"
"TVHR09070825";"REM.BAS.AZUL F.ALG.GAMUZ.ESC.V ARGENTINA";"01";"01";"00";"10";"02";"01"
"TVHR09234018";"REM MC FORTAL ROSA BAS ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234112";"REM MC FORTALEZA AZUL BERRY";"01";"01";"00";"10";"99";"01"
"TVHR09234112OFF";"FALLA REM MC FORTALEZA AZUL BERRY";"01";"01";"00";"10";"99";"01"
"TVHR09234116";"REM MC MARINO MELANGE FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234117";"REM.BAS.VDE MGE BB FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234139";"REM MC AZ OSCURO FORTALEZA BAS ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234147";"REM MC FORTALEZA AZUL PERSA ALG ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234149";"REM MC FORTALEZA VERDE MALAQUITA ALG ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234194";"REM MC AZ CIELO FORTALEZA ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234212";"REM MC BAS AMARILLO ORO ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234212OFF";"FALLA REM MC BAS AMARILLO ORO ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234217";"REMERA FORTALEZA FLAMENCO";"01";"01";"00";"10";"99";"01"
"TVHR09234220";"REM MC FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234262";"REMERA FORTALEZA HONOLULU";"01";"01";"00";"10";"01";"01"
"TVHR09234263";"REM MC CABSHA FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234323";"REM.BAS ROJA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234323OFF";"FALLA REM.BAS ROJA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234374";"REM MC VERDE PRUSIA FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234374OFF";"FALLA REM MC VERDE PRUSIA FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234416";"REM.BAS.AZUL FRANCIA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234416OFF";"FALLA REM.BAS.AZUL FRANCIA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234419";"REMERA FORTALEZA VDE LIMA CLARO";"01";"01";"00";"10";"99";"01"
"TVHR09234455";"REM FORTAL BAS VOLVANICA ALG";"01";"01";"00";"10";"99";"01"
"TVHR09234456";"REM MC FORTALE ELEMETAL BLUE BAS RED ALG";"01";"01";"00";"10";"99";"01"
"TVHR09234458";"REM MC FORTALE ROJO RADIANT BAS RED ALG";"01";"01";"00";"10";"99";"01"
"TVHR09234458OFF";"FALLA REM MC FORTALE ROJO RADIANT BAS RED ALG";"01";"01";"00";"10";"99";"01"
"TVHR09234460";"REM MC NUEZ FORTALEZA BAS ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234549";"REM MC FORTAL AMARILLO PAT BAS ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234575";"REM.BAS.VDE PERSA ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234575OFF";"FALLA REM.BAS.VDE PERSA ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234580";"REM.BAS.VDE CLARO GZ FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234595";"REM MC FORTALEZA BAS VDE CYAN MELANGE RED ALG";"01";"01";"00";"10";"99";"01"
"TVHR09234600";"REM.BAS.MGE ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234601";"REM.BAS.BCO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234601OFF";"FALLA REM.BAS.BCO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234602";"REM.BAS.NGO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234602OFF";"FALLA REM.BAS.NGO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234603";"REM.BAS.AZUL MARINO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234604";"REMERA FORTALEZA VERDE MILITAR";"01";"01";"00";"10";"99";"01"
"TVHR09234605";"REM MC BEIGE FORTALEZA BAS ALG REG";"01";"01";"00";"10";"99";"01"
"TVHR09234606";"REM MC BORDO FORTALEZA BAS ALG REG";"01";"01";"00";"10";"99";"01"
"TVHR09234609";"REM MC CRUDO FORTALEZA BAS ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234610";"REM.BAS.HIELO ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234611";"REM MC HUESO FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234619";"REM.BAS.PETROLEO ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234621";"REM.BAS.VDE SAFARI ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234622";"REM BAS FORTALEZA CAMEL MELANGE ESC. RED. M/C";"01";"01";"00";"10";"01";"01"
"TVHR09234623";"REM MC MAIZ FORTALEZA BAS ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234624";"REM.BAS.CAMEL ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234626";"REM MC  FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234627";"REM FORTALEZA NARANJA BAS ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234627OFF";"FALLA REM FORTALEZA NARANJA BAS ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234628";"REM MC VDE HOJA FORTALEZA ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234632";"REM MC FORTALEZA CORAL BAS ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234633";"REM.BAS.AZUL N.FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234633OFF";"FALLA REM.BAS.AZUL N.FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234640";"REM.BAS.AERO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234641";"REM MC TOSTADO FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234641OFF";"FALLA REM MC TOSTADO FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234642";"REM MC VDE MANZANA FORTALEZA ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234652";"REMERA FORTALEZA LIMON";"01";"01";"00";"10";"99";"01"
"TVHR09234652OFF";"FALLA REMERA FORTALEZA LIMON";"01";"01";"00";"10";"99";"01"
"TVHR09234653";"REM.BAS.TOMATE FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234660";"REM MC AQUA BAS  FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234665";"REM MC BAS VIOLETA ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234668";"REM MC BEIGE STONE FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234669";"REM.BAS.MALVA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234670";"REM MC BAS VDE OLIVA ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234670OFF";"FALLA REM MC BAS VDE OLIVA ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234675";"REM MC CELEST FORTAL BASICA RED";"01";"01";"00";"10";"01";"01"
"TVHR09234679";"REM MC AZUL TORMENTA FORTALEZA BAS RED";"01";"01";"00";"10";"01";"01"
"TVHR09234679OFF";"FALLA REM MC AZUL TORMENTA FORTALEZA BAS RED";"01";"01";"00";"10";"01";"01"
"TVHR09234680";"REM MC GRIS TOPO FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234685";"REM.BAS.GRANADA ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234688";"REM.BAS.MOSTZ.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234690";"REM.BAS.DURAZNO FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234690OFF";"FALLA REM.BAS.DURAZNO FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234706";"REM MC CORAL INTENSO BAS  FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234708";"REMERA FORTALEZA AZUL CARIBE";"01";"01";"00";"10";"99";"01"
"TVHR09234710";"REM.BAS.SANDIA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234711";"REMERA FORTALEZA AZUL DENIM";"01";"01";"00";"10";"01";"01"
"TVHR09234719";"REM MC FORTAL VDE LIMA BAS ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234724";"REM MC FORTALEZA VERDE PETROL RED";"01";"01";"00";"10";"01";"01"
"TVHR09234751";"REM MC CAMEL GRANIZADO FORTALEZA BAS ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234759";"REM.BAS.VDE MT.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234760";"REM.BAS.VDE S.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234773";"REM.BAS.TURQ.OSC.MGE FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234774";"REM.BAS.VDE PISTACHO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234775";"REM MC  FORTALEZA BAS ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234776";"REM.BAS.MANDARINA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234785";"REM MC AZULINO FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234787";"REM.BAS.VDE O.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234803";"REM.BAS.VDE MENTA GZ.FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234810";"REM.BAS.ORO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234813";"REM.BAS.ROJO BERMELLON FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234815";"REM MC AZUL REAL FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234822";"REM.BAS.CORAL GRANZ.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234825";"REM MC FORTALEZA AZ FR GRANIZ ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234829";"REM.BAS.CEL.BANDERA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234848";"REM MC MARRON OSC FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234871";"REM.BAS.CORAL CLARO ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234876";"REM.BAS.TABACO ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234881";"REM MC FORTALEZA AZ MAR GRANIZADO ALG RED BAS";"01";"01";"00";"10";"99";"01"
"TVHR09234882";"REM.BAS.VDE PET.GRANIZ.ESC.RED.FORTALE";"01";"01";"00";"10";"01";"01"
"TVHR09234883";"REM MC FORTALEZA GRIS METAL GRANIZADO BAS ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234884";"REM.BAS.AZULINO GRANIZADO FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234885";"REM.BAS.BORDO GRANZ.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234898";"REM.BAS.CEL.OSC.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234899";"REM MC VERDE TROPICAL FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234899OFF";"FALLA REM MC VERDE TROPICAL FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234901";"REM MC BAS LADRILLO ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234906";"REM.BAS.ROSA DIOR ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234907";"REM.BAS.SALMON FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234907OFF";"FALLA REM.BAS.SALMON FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234908";"REM MC FORTALEZA ROSA CHICLE RED ALG BAS";"01";"01";"00";"10";"01";"01"
"TVHR09234910";"REM MC PURPURA FORTALEZA ALG RED BAS";"01";"01";"00";"10";"01";"01"
"TVHR09234917";"REM.BAS.LAPIZLAZULI FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234917OFF";"FALLA REM.BAS.LAPIZLAZULI FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234932";"REM MC FORTALEZA GRIS GRANIZ RED ALG";"01";"01";"00";"10";"01";"01"
"TVHR09234937";"REM.BAS.VDE ES.ESC.RED.FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234940";"REM MC TURQUESA CLARO FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234943";"REM MC BORGOÑA FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234944";"REM MC VERDE MENTA FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234947";"REM MC GRANADA FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234948";"REM MC VDE INGLES FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234948OFF";"FALLA REM MC VDE INGLES FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234952";"REMERA FORTALEZA AZUL MYKONOS";"01";"01";"00";"10";"99";"01"
"TVHR09234974";"REM.BAS.MENTA FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234975";"REM FORTAL BAS VERDE PINO ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234975OFF";"FALLA REM FORTAL BAS VERDE PINO ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234978";"REM MC ROSA PALIDO FORTALEZA ALG RED";"01";"01";"00";"10";"01";"01"
"TVHR09234980";"REM FORTALEZA BAS ALG VERDE BRILLANTE";"01";"01";"00";"10";"01";"01"
"TVHR09234983";"REM.BAS.VDE CYAN FORTALEZA";"01";"01";"00";"10";"99";"01"
"TVHR09234985";"REM.BAS.CELESTE FORTALEZA";"01";"01";"00";"10";"01";"01"
"TVHR09234986";"REMERA FORTALEZA AZUL MEDITERRANEO";"01";"01";"00";"10";"99";"01"
"TVHR09234990";"REM MC GRIS STONE FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR09234999";"REM MC  CIRUELA FORTALEZA ALG RED";"01";"01";"00";"10";"99";"01"
"TVHR13482601";"REM MC GRYLLS BCO OVERSIZE ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13482602";"REM MC GRYLLS NGO OVERSIZE ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13484602";"REM MC MOORE  NGO ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13484632";"REM MC MOORE  CORAL ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13486849";"REM MC BOUREZ MARRON CLARO RANGLAN ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13488601";"REM MC FEREIRA BCO HOLGADO ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13488640";"REM MC FEREIRA AERO HOLGADO ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13508602";"REM OLLIE NGO SIN MANGAS REG ALG RED EST";"01";"01";"00";"10";"01";"02"
"TVHR13518602";"REM MC WILD NGO ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13518604";"REM MC WILD VDE MILITAR ALG EST RED";"01";"01";"00";"10";"01";"02"
"TVHR13660601";"REM MC SIGNATURE BCO ALG EST RED";"01";"01";"00";"10";"01";"02"
